Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
52;15819;Nature Medicine;journal;1546170X,10788956;7.884;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
53;14531;Development (Cambridge);journal;14779129,09501990;7.827;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
54;21100228547;JAMA Psychiatry;journal;21686238,2168622X;7.794;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
55;28599;Reviews of Geophysics;journal;87551209;7.701;Q1;180;Geophysics (Q1)
56;15870;Journal of Clinical Investigation;journal;219738,15588238;7.666;Q1;527;Medicine (miscellaneous) (Q1)
57;24379;Journal of Financial Economics;journal;0304405X;7.624;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
58;18797;Current Opinion in Immunology;journal;9527915;7.616;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
59;27237;IEEE/ACM Transactions on Networking;journal;10636692;7.455;Q1;179;Computer Networks and Communications (Q1),Computer Science Applications (Q1),Electrical and Electronic Engineering (Q1),Software (Q1)
60;20206;Academy of Management Review;journal;3637425;7.448;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
61;29709;Reports on Progress in Physics;journal;13616633,00344890;7.409;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
62;20151;Advances in Immunology;journal;652776,15578445;7.330;Q1;112;Immunology (Q1),Immunology and Allergy (Q1)
63;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;7.281;Q1;838;Multidisciplinary (Q1)
64;24668;Journal of the American Mathematical Society;journal;10886834,08940350;7.232;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
65;16594;Plant Cell;journal;1532298X,10404651;7.142;Q1;380;Cell Biology (Q1),Plant Science (Q1)
66;19482;Econometrica;journal;129682,14680262;7.057;Q1;213;Economics and Econometrics (Q1)
67;19434;MMWR Recommendations and Reports;journal;10575987,15458600;6.994;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
68;19900192103;Astrophysical Journal Letters;journal;20418213,20418210;6.859;Q1;184;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
69;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;6.832;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
70;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;6.685;Q1;455;Neuroscience (miscellaneous) (Q1)
71;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;6.675;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
72;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;6.577;Q1;311;Neuroscience (miscellaneous) (Q1)
73;24404;Journal of Political Economy;journal;00223808,1537534X;6.424;Q1;207;Economics and Econometrics (Q1)
74;18605;Molecular Biology of the Cell;journal;10591524,19394590;6.398;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
75;71056;MMWR Surveillance Summaries;journal;15458636,15460740;6.386;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
76;13174;BioEssays;journal;2659247,15211878;6.372;Q1;196;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
77;22214;Genome Research;journal;15495469,10889050;6.339;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
78;17814;Materials Science and Engineering: R: Reports;journal;0927796X;6.227;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
79;23262;Inventiones Mathematicae;journal;209910,14321297;6.204;Q1;118;Mathematics (miscellaneous) (Q1)
80;23157;Strategic Management Journal;journal;10970266,01432100;6.146;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
81;16161;Review of Financial Studies;journal;14657368,08939450;6.130;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
82;19049;Trends in Genetics;journal;1689525,13624555;6.099;Q1;237;Genetics (Q1)
83;24721;Annals of Mathematics;journal;0003486X;6.091;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
84;16764;Journal of Neuroscience;journal;2706474,15292401;6.032;Q1;488;Neuroscience (miscellaneous) (Q1)
85;25781;Aldrichimica Acta;journal;25100;6.008;Q1;61;Organic Chemistry (Q1)
86;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;5.979;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
87;15537;Current Biology;journal;18790445,09609820;5.973;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
88;22266;Human Molecular Genetics;journal;14602083,09646910;5.948;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
89;13467;Psychological Review;journal;19391471,0033295X;5.915;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
90;24202;Review of Economic Studies;journal;00346527,1467937X;5.911;Q1;158;Economics and Econometrics (Q1)
91;27239;IEEE Network;journal;08908044,1558156X;5.906;Q1;143;Computer Networks and Communications (Q1),Hardware and Architecture (Q1),Information Systems (Q1),Software (Q1)
92;24025;Progress in Neurobiology;journal;18735118,03010080;5.856;Q1;249;Neuroscience (miscellaneous) (Q1)
93;29229;Physics Reports;journal;3701573;5.827;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
94;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;5.783;Q1;180;Physical and Theoretical Chemistry (Q1)
95;22961;Journal of Marketing Research;journal;222437,15477193;5.712;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
96;14365;Trends in Ecology and Evolution;journal;1695347,18728383;5.553;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
97;4100151532;Advances in Experimental Social Psychology;book series;652601;5.509;Q1;96;Social Psychology (Q1)
98;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;5.496;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
99;23063;Circulation Research;journal;97330,15244571;5.487;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
100;17924;Current Opinion in Plant Biology;journal;18790356,13695270;5.476;Q1;223;Plant Science (Q1)
101;14621;Annual Review of Nuclear and Particle Science;book series;1638998;5.467;Q1;109;Nuclear and High Energy Physics (Q1)
102;23350;Chemical Society Reviews;journal;3060012,14604744;5.438;Q1;595;Chemistry (miscellaneous) (Q1)
103;22697;American Economic Review;journal;28282;5.406;Q1;337;Economics and Econometrics (Q1)
104;29150;Physical Review Letters;journal;10797114,00319010;5.386;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
105;13443;Psychological Bulletin;journal;332909,19391455;5.350;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
106;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;5.312;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
107;24660;Bulletin of the American Mathematical Society;journal;2730979,10889485;5.308;Q1;65;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
108;19651;Clinical Microbiology Reviews;journal;8938512,10986618;5.292;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
109;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;5.280;Q1;105;Biophysics (Q1)
110;28690;Advances in Cancer Research;journal;0065230X;5.275;Q1;103;Cancer Research (Q1),Oncology (Q1)
111;21677;American Journal of Human Genetics;journal;15376605,00029300;5.244;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
112;22581;Circulation;journal;97322,15244539;5.233;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
113;21318;Nature Reviews Immunology;journal;14741741,14741730;5.192;Q1;444;Immunology (Q1),Medicine (miscellaneous) (Q1)
114;21365;Trends in Immunology;journal;14714906,14714980;5.173;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
115;21359;Seminars in Immunology;journal;10445323,10963620;5.153;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
116;20191;Academy of Management Journal;journal;14273;5.123;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
117;20497;Annual Review of Materials Research;book series;15317331,15454120;5.043;Q1;173;Materials Science (miscellaneous) (Q1)
118;22951;Journal of Marketing;journal;15477185,00222430;5.033;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
119;64345;Ecological Monographs;journal;129615;5.026;Q1;168;Ecology,Evolution,Behavior and Systematics (Q1)
120;23714;Marketing Science;journal;07322399,1526548X;4.999;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
121;19708;FEMS Microbiology Reviews;journal;1686445,15746976;4.989;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
122;18935;IEEE Wireless Communications;journal;15361284;4.984;Q1;177;Computer Science Applications (Q1),Electrical and Electronic Engineering (Q1)
123;22088;EMBO Reports;journal;14693178,1469221X;4.981;Q1;202;Biochemistry (Q1),Genetics (Q1),Molecular Biology (Q1)
124;20810;Immunological Reviews;journal;01052896,1600065X;4.949;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
125;12604;American Naturalist;journal;30147,15375323;4.895;Q1;224;Ecology,Evolution,Behavior and Systematics (Q1)
126;18902;IEEE Journal on Selected Areas in Communications;journal;7338716;4.877;Q1;251;Computer Networks and Communications (Q1),Electrical and Electronic Engineering (Q1)
127;26111;Frontiers in Neuroendocrinology;journal;913022,10956808;4.849;Q1;144;Endocrine and Autonomic Systems (Q1)
128;19040;Seminars in Cell and Developmental Biology;journal;10963634,10849520;4.844;Q1;160;Cell Biology (Q1),Developmental Biology (Q1)
129;12074;Bulletin of the American Meteorological Society;journal;15200477,00030010;4.805;Q1;218;Atmospheric Science (Q1)
130;29889;Solid State Physics: Advances in Research and Applications;book series;811947;4.746;Q1;31;Physics and Astronomy (miscellaneous) (Q1)
131;19017;RNA;journal;13558382,14699000;4.640;Q1;187;Molecular Biology (Q1)
132;21275;Journal of Immunology;journal;15506606,00221770;4.601;Q1;401;Immunology (Q1)
133;13969;Psychological Science in the Public Interest;journal;21600031,15291010;4.600;Q1;56;Psychology (miscellaneous) (Q1)
134;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;4.582;Q1;207;Condensed Matter Physics (Q1)
135;13550;Journal of Climate;journal;15200442,08948760;4.582;Q1;319;Atmospheric Science (Q1)
136;19726;Educational Evaluation and Policy Analysis;journal;1623737,19351062;4.554;Q1;90;Education (Q1)
137;20022;Economic Policy;journal;2664658,14680327;4.547;Q1;82;Economics and Econometrics (Q1),Management,Monitoring,Policy and Law (Q1)
138;17592;Journal of Biological Chemistry;journal;00219258,1083351X;4.494;Q1;544;Biochemistry (Q1),Cell Biology (Q1),Molecular Biology (Q1)
139;14906;Progress in Biophysics and Molecular Biology;journal;18731732,00796110;4.480;Q1;116;Biophysics (Q1),Molecular Biology (Q1)
140;17809;Trends in Plant Science;journal;13601385,18784370;4.451;Q1;293;Plant Science (Q1)
141;14305;Systematic Biology;journal;1076836X,10635157;4.442;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
142;18556;Journal of Cell Science;journal;14779137,00219530;4.423;Q1;298;Cell Biology (Q1)
143;29183;Cancer Research;journal;85472,15387445;4.409;Q1;483;Cancer Research (Q1),Oncology (Q1)
144;12481;Journal of Engineering Education;journal;10694730,21689830;4.334;Q1;119;Education (Q1),Engineering (miscellaneous) (Q1)
145;12459;Journal of the National Cancer Institute;journal;14602105,00278870;4.333;Q1;377;Cancer Research (Q1),Oncology (Q1)
146;12010;Annual Review of Psychology;journal;664308,15452085;4.325;Q1;266;Psychology (miscellaneous) (Q1)
147;29086;Nuclear Physics B;journal;5503213;4.299;Q1;262;Nuclear and High Energy Physics (Q1)
148;23460;Journal of General Physiology;journal;221295,15407748;4.296;Q1;135;Physiology (Q1)
149;26465;Progress in Polymer Science;journal;796700;4.289;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
150;15107;IEEE Transactions on Information Theory;journal;189448,15579654;4.277;Q1;285;Computer Science Applications (Q1),Information Systems (Q1),Library and Information Sciences (Q1)
151;29949;Journal of Clinical Oncology;journal;15277755,0732183X;4.274;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
152;17618;Journal of Molecular Biology;journal;222836,10898638;4.259;Q1;285;Molecular Biology (Q1),Structural Biology (Q1)
153;24535;Acta Numerica;journal;14740508,09624930;4.224;Q1;82;Mathematics (miscellaneous) (Q1),Numerical Analysis (Q1)
154;14204;Nucleic Acids Research;journal;3051048,13624962;4.217;Q1;607;Genetics (Q1)
155;17664;American Journal of Psychiatry;journal;0002953X,15357228;4.207;Q1;381;Psychiatry and Mental Health (Q1)
156;14521;BMC Pediatrics;journal;14712431;4.204;Q1;93;Pediatrics,Perinatology and Child Health (Q1)
157;14855;Cerebral Cortex;journal;10473211,14602200;4.191;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
158;30039;Journal of Personality and Social Psychology;journal;223514;4.189;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
159;24385;Journal of the Academy of Marketing Science;journal;920703,15527824;4.176;Q1;194;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
160;12523;Oncogene;journal;14765594,09509230;4.170;Q1;360;Cancer Research (Q1),Genetics (Q1),Molecular Biology (Q1)
161;19881;Advanced Materials;journal;9359648,15214095;4.168;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
162;17500154901;Progress in Molecular Biology and Translational Science;journal;18771173,18780810;4.152;Q1;110;Molecular Biology (Q1),Molecular Medicine (Q1)
163;19169;Journal of Operations Management;journal;2726963;4.142;Q1;210;Computer Science Applications (Q1),Industrial and Manufacturing Engineering (Q1),Management Science and Operations Research (Q1),Strategy and Management (Q1)
164;12464;Nature Reviews Cancer;journal;1474175X,14741768;4.140;Q1;484;Cancer Research (Q1),Oncology (Q1)
165;26574;Annals of Internal Medicine;journal;15393704,00034820;4.128;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
166;18663;Organic Electronics;journal;15661199;4.107;Q1;112;Biomaterials (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Electrical and Electronic Engineering (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1)
167;20308;Ecology;journal;129658;4.082;Q1;322;Ecology,Evolution,Behavior and Systematics (Q1)
168;19065;Traffic;journal;16000854,13989220;4.056;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
169;14179;Annals of Neurology;journal;15318249,03645130;4.050;Q1;321;Neurology (Q1),Neurology (clinical) (Q1)
170;16926;American Journal of Sociology;journal;29602,15375390;4.043;Q1;197;Sociology and Political Science (Q1)
171;16514;Review of Research in Education;journal;0091732X,19351038;4.021;Q1;69;Education (Q1)
172;27030;Applied Physics Letters;journal;10773118,00036950;4.012;Q1;466;Physics and Astronomy (miscellaneous) (Q1)
173;27545;European Physical Journal C;journal;14346052,14346040;4.003;Q1;188;Engineering (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
174;29993;Annual Review of Nutrition;journal;1999885,15454312;3.997;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
175;14428;Journal of the Mechanics and Physics of Solids;journal;225096;3.984;Q1;190;Condensed Matter Physics (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
176;20298;Molecular Microbiology;journal;13652958,0950382X;3.982;Q1;263;Microbiology (Q1),Molecular Biology (Q1)
177;22899;Journal of Consumer Research;journal;935301,15375277;3.979;Q1;210;Anthropology (Q1),Arts and Humanities (miscellaneous) (Q1),Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
178;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;3.978;Q1;739;Medicine (miscellaneous) (Q1)
179;26532;Advances in Catalysis;book series;3600564;3.976;Q1;59;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
180;14536;Developmental Biology;journal;1095564X,00121606;3.971;Q1;239;Cell Biology (Q1),Developmental Biology (Q1),Molecular Biology (Q1)
181;28418;Brookings Papers on Economic Activity;journal;72303,15334465;3.939;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
182;17249;IEEE Communications Magazine;journal;1636804;3.935;Q1;272;Computer Networks and Communications (Q1),Computer Science Applications (Q1),Electrical and Electronic Engineering (Q1)
183;28583;Acta Materialia;journal;13596454;3.934;Q1;340;Ceramics and Composites (Q1),Electronic,Optical and Magnetic Materials (Q1),Metals and Alloys (Q1),Polymers and Plastics (Q1)
184;22173;Genetics;journal;19432631,00166730;3.934;Q1;265;Genetics (Q1)
185;22141;Genes to Cells;journal;13652443,13569600;3.925;Q1;121;Cell Biology (Q1),Genetics (Q1),Medicine (miscellaneous) (Q1)
186;22321;Trends in Pharmacological Sciences;journal;18733735,01656150;3.919;Q1;234;Pharmacology (Q1),Toxicology (Q1)
187;24393;Journal of International Economics;journal;221996;3.918;Q1;151;Economics and Econometrics (Q1),Finance (Q1)
188;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;3.889;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
189;16612;Plant Journal;journal;1365313X,09607412;3.879;Q1;300;Cell Biology (Q1),Genetics (Q1),Plant Science (Q1)
190;27130;Progress in Quantum Electronics;journal;796727;3.872;Q1;68;Atomic and Molecular Physics,and Optics (Q1),Electrical and Electronic Engineering (Q1),Electronic,Optical and Magnetic Materials (Q1),Statistical and Nonlinear Physics (Q1)
191;12172;Climate Dynamics;journal;14320894,09307580;3.855;Q1;181;Atmospheric Science (Q1)
192;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;3.854;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
193;19602;Advances in Microbial Physiology;journal;652911;3.827;Q1;70;Microbiology (Q1),Physiology (Q1)
194;18931;IEEE Transactions on Communications;journal;906778,15580857;3.823;Q1;227;Electrical and Electronic Engineering (Q1)
195;12863;Optics Letters;journal;1469592,15394794;3.822;Q1;289;Atomic and Molecular Physics,and Optics (Q1)
196;16688;Journal of Cognitive Neuroscience;journal;0898929X,15308898;3.819;Q1;230;Cognitive Neuroscience (Q1)
197;5800194481;Educational Researcher;journal;0013189X;3.794;Q1;142;Education (Q1)
198;22401;Journal of the American College of Cardiology;journal;15583597,07351100;3.758;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
199;25760;Advances in Organometallic Chemistry;book series;653055;3.756;Q1;55;Organic Chemistry (Q1)
200;19669;Current Opinion in Microbiology;journal;18790364,13695270;3.753;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
201;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;3.744;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
202;24527;Acta Mathematica;journal;15962;3.733;Q1;73;Mathematics (miscellaneous) (Q1)
203;25487;Diabetes;journal;121797;3.725;Q1;359;Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
204;27538;Progress in Energy and Combustion Science;journal;3601285;3.723;Q1;212;Chemical Engineering (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1)
205;25208;Archive for Rational Mechanics and Analysis;journal;39527,14320673;3.716;Q1;105;Analysis (Q1),Mathematics (miscellaneous) (Q1),Mechanical Engineering (Q1)
206;31446;Catalysis reviews;journal;3602451;3.706;Q1;0;Catalysis (Q1),Chemistry (miscellaneous) (Q1),Process Chemistry and Technology (Q1)
207;12216;Molecular Biology and Evolution;journal;15371719,07374040;3.706;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
208;110092;Morbidity and Mortality Weekly Report;journal;01492195,1545861X;3.697;Q1;247;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
209;24046;Seminars in Cancer Biology;journal;10963650,1044579X;3.693;Q1;169;Cancer Research (Q1)
